State,Hospital name,Establishment ID,Medicare Provider No.,Local Hospital Network identifier,Local Hospital Network,Address Line 1,Address Line 2,asgc_ra,Remoteness area,Number of available beds,2012-13 Peer Group code,Peer Group Name,Provided data for NPHED,Provided data for NHMD,Provided data for NAPEDCD,Provided data for ESWT,Provided data for NNAPCD,IHPA funding designation
VIC,Maryborough District Health Service [Dun,210301352,0030370L,207,Maryborough District Health Service,20     Havelock                                      St,Dunolly                                                3472,1,Inner Regional,4.0,VS,Very small,Yes,Yes,No,No,No,Activity-based funded hospital
VIC,Maryborough District Health Service [Mar,210301351,0030680Y,207,Maryborough District Health Service,75     Clarendon                                     St,Maryborough                                            3465,1,Inner Regional,44.0,S1,Public acute group C,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,McKellar Centre [Geelong],210103040,0034090K,231,Barwon Health,45     Ballarat                                      Rd,North Geelong                                          3219,0,Major Cities,96.0,N2,Rehabilitation and GEM,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,Melton Health,210A03680,0031970B,208,Djerriwarrh Health Service (Vic),195    Barries                                       Rd,Melton West                                            3337,0,Major Cities,17.0,O5,Unpeered,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,Mercy Health - O'Connell Family Centre,210802100,0031550A,267,Mercy Public Hospital Inc. (Vic),6      Mont Albert                                   Rd,Canterbury                                             3126,0,Major Cities,20.0,O1,Early parenting centres,Yes,Yes,No,No,No,Activity-based funded hospital
VIC,Mercy Hospital for Women,210A01160,0031610F,267,Mercy Public Hospital Inc. (Vic),163    Studley                                       Rd,Heidelberg                                             3084,0,Major Cities,162.3,W1,Womens,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Mercy Public Hospital [Werribee],210A01320,0031870H,267,Mercy Public Hospital Inc. (Vic),300    Princes                                       Hwy,Werribee                                               3030,0,Major Cities,227.8,M,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Mildura Base Hospital,210302320,0036820Y,279,Mildura Base Hospital,1      Ontario                                       Ave,Mildura                                                3500,2,Outer Regional,136.0,L,Public acute group A,Yes,Yes,Yes,No,Yes,Activity-based funded hospital
VIC,Monash Medical Centre [Clayton],210801170,0030970K,269,Monash Health,246    Clayton                                       Rd,Clayton                                                3168,0,Major Cities,664.6,PR,Principal referral,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Monash Medical Centre [Moorabbin],210901220,0030970K,269,Monash Health,823    Centre                                        Rd,Bentleigh East                                         3165,0,Major Cities,109.6,L,Public acute group A,Yes,Yes,No,Yes,Yes,Activity-based funded hospital
VIC,Moyne Health Services [Port Fairy],210102450,0030900B,287,Moyne Health Services (Port Fairy),30     Villiers                                      St,Port Fairy                                             3284,1,Inner Regional,15.0,S2,Public acute group D,Yes,Yes,No,No,No,Block-funded hospital
VIC,Nathalia District Hospital,210404010,0030800H,238,Nathalia District Hospital,36     McDonnell                                     St,Nathalia                                               3638,1,Inner Regional,6.0,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
VIC,Northeast Health Wangaratta,210401150,0031250L,243,Northeast Health Wangaratta,35     Green                                         St,Wangaratta                                             3677,1,Inner Regional,137.3,L,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Numurkah & District Health Service,210403030,0030830A,237,Numurkah and District Health Service,2      Katamatite                                    Rd,Numurkah                                               3636,1,Inner Regional,22.0,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Omeo District Health,210502040,0030850X,258,Omeo District Health,12     Easton                                        St,Omeo                                                   3898,2,Outer Regional,4.0,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Orbost Regional Health,210505050,0030860W,261,Orbost Regional Health,104    Boundary                                      Rd,Orbost                                                 3888,2,Outer Regional,15.0,S1,Public acute group C,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Orygen Inpatient Unit,210A01332,,225,Melbourne Health,35     Mavis                                         St,Footscray                                              3011,0,Major Cities,15.9,Ps,Psychiatric,Yes,Yes,No,No,No,Activity-based funded hospital
VIC,Otway Health [Apollo Bay],210102020,0030040J,230,Otway Health and Community Services (Apollo Bay),37     Mclachlan                                     St,Apollo Bay                                             3233,1,Inner Regional,4.0,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
VIC,Peter MacCallum Cancer Institute,210A01550,0030190W,264,Peter MacCallum Cancer Institute (Vic),305    Grattan                                       St,Melbourne                                              3000,0,Major Cities,159.4,O3,Other public acute specialised,Yes,Yes,No,Yes,Yes,Activity-based funded hospital
VIC,Portland District Health,210102460,0030910A,288,Portland District Health,141    Bentinck                                      St,Portland                                               3305,2,Outer Regional,53.0,S1,Public acute group C,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,Queen Elizabeth Centre [Noble Park],210903110,0030960L,299,Victoria Virtual Local Hospital Network,53     Thomas                                        St,Noble Park                                             3174,0,Major Cities,39.2,O1,Early parenting centres,Yes,Yes,No,No,No,Funding not designated/Unknown
VIC,Robinvale District Health Services,210303130,0031000J,281,Robinvale District Health Services,128    Latje                                         Rd,Robinvale                                              3549,2,Outer Regional,14.0,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Rochester & Elmore District Health Servi,210303140,0031010H,219,Rochester and Elmore District Health Service,1      Pascoe                                        St,Rochester                                              3561,1,Inner Regional,12.0,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Rosebud Hospital,210901250,0030360T,270,Peninsula Health (Vic),1527   Point Nepean                                  Rd,Rosebud                                                3939,0,Major Cities,76.0,M,Public acute group B,Yes,Yes,Yes,No,Yes,Activity-based funded hospital
VIC,Royal Children's Hospital [Parkville],210A01191,0031020F,223,Royal Children's Hospital (Melbourne),50     Flemington                                    Rd,Parkville                                              3052,0,Major Cities,340.4,W3,Childrens,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Royal Melbourne Hospital [Parkville],210A01334,0031030B,225,Melbourne Health,300    Grattan                                       St,Parkville                                              3052,0,Major Cities,745.8,PR,Principal referral,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Royal Melbourne Hospital- Royal Park Cam,210A01335,0031860J,225,Melbourne Health,34     Poplar                                        Rd,Parkville                                              3052,0,Major Cities,138.3,N2,Rehabilitation and GEM,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,Royal Talbot Rehabilitation Centre [Kew],210803220,0031600H,266,Austin Health (Vic),1      Yarra                                         Bvde,Kew                                                    3101,0,Major Cities,77.1,N2,Rehabilitation and GEM,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,Royal Women's Hospital [Carlton],210A01230,0031040A,224,Royal Women's Hospital (Melbourne),20     Flemington                                    Rd,Parkville                                              3052,0,Major Cities,201.0,W1,Womens,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Rural Northwest Health [Hopetoun],210201572,0035360X,274,Rural Northwest Health (Vic),12     Mitchell                                      Place,Hopetoun                                               3396,3,Remote,4.0,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
VIC,Rural Northwest Health [Warracknabeal],210201571,0031270J,274,Rural Northwest Health (Vic),18     Dimboola                                      Rd,Warracknabeal                                          3393,2,Outer Regional,12.0,S2,Public acute group D,Yes,Yes,No,No,No,Block-funded hospital
VIC,Sandringham Hospital,210901360,0031470A,268,Alfred Health (Vic),193    Bluff                                         Rd,Sandringham                                            3191,0,Major Cities,72.2,M,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Seymour District Memorial Hospital,210402190,0031070W,240,Seymour District Memorial Hospital,1      Brettoneaux                                   St,Seymour                                                3660,1,Inner Regional,42.0,S1,Public acute group C,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,South Gippsland Hospital [Foster],210504240,0031090L,255,South Gippsland Hospital (Foster),87     Station                                       Rd,Foster                                                 3960,1,Inner Regional,16.0,S1,Public acute group C,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,South West Healthcare [Camperdown],210103080,0030180X,284,South West Healthcare (Vic),9      Robinson                                      St,Camperdown                                             3260,1,Inner Regional,25.0,S1,Public acute group C,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,South West Healthcare [Warrnambool],210102160,0031280H,284,South West Healthcare (Vic),279    Koroit                                        St,Warrnambool                                            3280,1,Inner Regional,171.0,L,Public acute group A,Yes,Yes,Yes,No,Yes,Activity-based funded hospital
VIC,St George's Health Service- Aged Care,210801700,0031130Y,262,St Vincent's Hospital (Melbourne) Limited,283    Cotham                                        Rd,Kew                                                    3101,0,Major Cities,117.3,N1,Mixed subacute and non-acute,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,St Vincent's Hospital [Fitzroy],210A01450,0031140X,262,St Vincent's Hospital (Melbourne) Limited,41     Victoria                                      Pde,Fitzroy                                                3065,0,Major Cities,487.7,PR,Principal referral,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Stawell Regional Health,210202260,0031110B,204,Stawell Regional Health,27     Sloane                                        St,Stawell                                                3380,1,Inner Regional,37.0,S1,Public acute group C,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,Sunbury Day Hospital,210A02700,0044020J,209,Western Health (Vic),7      Macedon                                       St,Sunbury                                                3429,0,Major Cities,27.0,O4,Other day procedure hospital,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,Sunshine Hospital,210A01390,0031910T,209,Western Health (Vic),176    Furlong                                       Rd,St Albans                                              3021,0,Major Cities,568.3,M,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Swan Hill District Health [Nyah],210301492,,212,Swan Hill District Health,5      Monash                                        Ave,Nyah West                                              3595,2,Outer Regional,0.0,VS,Very small,Yes,No,No,No,No,Activity-based funded hospital
VIC,Swan Hill District Health [Swan Hill],210301491,0031160T,212,Swan Hill District Health,48     Splatt                                        St,Swan Hill                                              3585,2,Outer Regional,64.1,S1,Public acute group C,Yes,Yes,Yes,No,Yes,Activity-based funded hospital
VIC,Tallangatta Health Service,210401290,0031170L,248,Tallangatta Health Service,25     Barree                                        St,Tallangatta                                            3700,2,Outer Regional,8.3,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
VIC,Terang & Mortlake Health Service [Terang,210103350,0030820B,289,Terang and Mortlake Health Service (Terang),13     Austin                                        Ave,Terang                                                 3264,1,Inner Regional,14.0,S2,Public acute group D,Yes,Yes,No,No,No,Block-funded hospital
VIC,The Alfred,210A01010,0030020L,268,Alfred Health (Vic),55     Commercial                                    Rd,Prahran                                                3004,0,Major Cities,709.1,PR,Principal referral,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,The Bendigo Hospital,210301021,0030120J,210,Bendigo Health Care Group,62     Lucan                                         St,Bendigo                                                3550,1,Inner Regional,318.8,L,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,The Kilmore & District Hospital,210403460,0030560H,241,Kilmore and District Hospital,1      Rutledge                                      St,Kilmore                                                3764,1,Inner Regional,36.0,S1,Public acute group C,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,The Mornington Centre,210904084,0032110W,270,Peninsula Health (Vic),24     Cnr Tyalla Grove And Separation               St,Mornington                                             3931,0,Major Cities,92.0,N2,Rehabilitation and GEM,Yes,Yes,No,No,No,Activity-based funded hospital
VIC,The Northern Hospital [Epping],210A01280,0030940W,226,Northern Health (Vic),185    Cooper                                        St,Epping                                                 3076,0,Major Cities,445.9,L,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,The Peter James Centre [East Burwood],210802120,0031750T,234,Eastern Health (Vic),321    Burwood                                       Hwy,Forest Hill                                            3131,0,Major Cities,116.2,N1,Mixed subacute and non-acute,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,The Royal Victorian Eye & Ear Hospital,210A01240,0031240T,263,Royal Victorian Eye and Ear Hospital,32     Gisborne                                      St,East Melbourne                                         3002,0,Major Cities,56.6,O3,Other public acute specialised,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Timboon & District Healthcare Service,210102360,0031200A,286,Timboon and District Healthcare Service,21     Hospital                                      Rd,Timboon                                                3268,2,Outer Regional,14.0,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Tweddle Child & Family Health Centre [Fo,210A01900,0031220X,999,Not stated/inadequately described,53     Adelaide                                      St,Footscray                                              3011,0,Major Cities,20.0,O1,Early parenting centres,Yes,Yes,No,No,No,Funding not designated/Unknown
VIC,University Hospital Geelong,210102050,0030470J,231,Barwon Health,1      Bellarine                                     St,Geelong                                                3220,0,Major Cities,495.4,PR,Principal referral,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Upper Murray Health & Community Services,210402150,0030290L,250,Upper Murray Health and Community Services (Corryong),20     Kiell                                         St,Corryong                                               3707,2,Outer Regional,10.0,S2,Public acute group D,Yes,Yes,No,No,No,Block-funded hospital
VIC,Ursula Frayne Centre (CA),210A01321,,267,Mercy Public Hospital Inc. (Vic),35     Mavis                                         St,Footscray                                              3011,0,Major Cities,16.0,Ps,Psychiatric,Yes,Yes,No,No,No,Activity-based funded hospital
VIC,Victorian Institute of Forensic Mental H,240A05990,,227,Victorian Institute of Forensic Mental Health,1      Yarra Bend                                    Rd,Fairfield                                              3078,0,Major Cities,151.0,Ps,Psychiatric,Yes,Yes,No,No,No,Funding not designated/Unknown
VIC,Victorian Institute of Forensic Mental H,240A05992,,227,Victorian Institute of Forensic Mental Health,317    Spencer                                       St,Melbourne                                              3003,0,Major Cities,35.0,Ps,Psychiatric,Yes,No,No,No,No,Funding not designated/Unknown
VIC,Wantirna Health,210802330,0032000A,234,Eastern Health (Vic),251    Mountain                                      Hwy,Wantirna                                               3152,0,Major Cities,62.3,N1,Mixed subacute and non-acute,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,West Gippsland Healthcare Group [Warragu,210501580,0031310W,252,West Gippsland Healthcare Group,41     Landsborough                                  St,Warragul                                               3820,1,Inner Regional,90.0,M,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,West Wimmera Health Service [Jeparit],210202373,0031370F,277,West Wimmera Health Service,2      Charles                                       St,Jeparit                                                3423,2,Outer Regional,4.0,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
VIC,West Wimmera Health Service [Kaniva],210202372,0031900W,277,West Wimmera Health Service,9      Farmers                                       St,Kaniva                                                 3419,2,Outer Regional,6.0,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
VIC,West Wimmera Health Service [Nhill],210202371,0031900W,277,West Wimmera Health Service,45     Nelson                                        St,Nhill                                                  3418,2,Outer Regional,21.0,S1,Public acute group C,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,West Wimmera Health Service [Rainbow],210202374,0031900W,277,West Wimmera Health Service,2      Swinbourne                                    Ave,Rainbow                                                3424,3,Remote,7.0,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
VIC,Western District Health Service [Colerai,210102140,0030280T,282,Western District Health Service (Vic),71     McLeod                                        St,Coleraine                                              3315,2,Outer Regional,10.0,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Western District Health Service [Hamilto,210101071,0030490F,282,Western District Health Service (Vic),20     Foster                                        St,Hamilton                                               3300,1,Inner Regional,72.0,S1,Public acute group C,Yes,Yes,Yes,No,Yes,Activity-based funded hospital
VIC,Western District Health Service [Penshur,210101072,0030890K,282,Western District Health Service (Vic),146    Cobb                                          St,Penshurst                                              3289,2,Outer Regional,6.0,VS,Very small,Yes,Yes,No,No,No,Activity-based funded hospital
VIC,Western Hospital [Footscray],210A01180,0031850K,209,Western Health (Vic),160    Gordon                                        St,Footscray                                              3011,0,Major Cities,285.7,L,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Williamstown Hospital,210A01460,0031340K,209,Western Health (Vic),77     Railway                                       Cres,Williamstown                                           3016,0,Major Cities,102.6,M,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Wimmera Base Hospital [Horsham],210202170,0034650W,275,Wimmera Health Care Group,83     Baillie                                       St,Horsham                                                3400,2,Outer Regional,93.0,S1,Public acute group C,Yes,Yes,Yes,No,Yes,Activity-based funded hospital
VIC,Wimmera Base Hospital [Rupanyup],210202210,0031810X,277,West Wimmera Health Service,89     Cromie                                        St,Rupanyup                                               3388,2,Outer Regional,2.0,OT,Outpatient hospital,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Womens at Sandringham,210A01232,,224,Royal Women's Hospital (Melbourne),193    Bluff?                                        Rd,Sandringham?                                           3191,0,Major Cities,28.0,W1,Womens,Yes,Yes,No,Yes,Yes,Activity-based funded hospital
VIC,Yarra Ranges Health,210803690,0031990Y,234,Eastern Health (Vic),25     Market                                        St,Lilydale                                               3140,0,Major Cities,16.0,O4,Other day procedure hospital,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,Yarram & District Health Service,210501770,0031430J,257,Yarram and District Health Service,85     Commercial                                    Rd,Yarram                                                 3971,1,Inner Regional,22.0,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Yarrawonga District Health Service,210401780,0031440H,244,Yarrawonga District Health Service,33     Piper                                         St,Yarrawonga                                             3730,1,Inner Regional,29.0,S1,Public acute group C,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Yea & District Memorial Hospital,210403590,0031450F,242,Yea and District Memorial Hospital,45     Station                                       St,Yea                                                    3717,1,Inner Regional,10.0,S2,Public acute group D,Yes,Yes,No,No,No,Block-funded hospital
